Project_Name;Class_Name;Release_ID;Size_LOC;N_Methods;NR_Release;NR_Total;Nfix_Release;Nfix_Total;Nauth_Release;Nauth_Total;MAX_LOC_Added_Release;Churn_Release;Churn_Total;AVG_Churn_Release;MAX_ChgSet_Release;N_Multi_Release;Sum_Multi_ChgSet_Release;Age_Weeks;Weighted_Age;ND;Entropy;Exp;Historical_Bug_Density;NSmells;Bugginess
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/RandomAccessFileReader.java;13;241;24;0;2;0;2;0;2;0;0;334;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;28;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JField.java;13;87;27;0;10;0;9;0;2;0;0;144;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.900;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderBean.java;13;25;4;0;10;0;9;0;4;0;0;77;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.900;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/client/ConnectStringParser.java;13;42;3;0;1;0;1;0;1;0;0;87;0.00;0;0;0;51;0.00;0.00;0.00;0.00;1.000;4;NO
ZOOKEEPER;src/contrib/loggraph/web/org/apache/zookeeper/graph/resources/main.html;13;40;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionMXBean.java;13;4;1;0;8;0;7;0;2;0;0;53;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;ivysettings.xml;13;26;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/linkmap.html;13;322;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/zkperl/build.xml;13;34;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/flexible/QuorumHierarchical.java;13;139;8;0;5;0;5;0;3;0;0;319;0.00;0;0;0;135;0.00;0.00;0.00;0.00;1.000;14;NO
ZOOKEEPER;src/java/main/org/apache/jute/Record.java;13;8;2;0;9;0;8;0;2;0;0;36;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.889;0;NO
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/about.html;13;21;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/CommonMessages_es.xml;13;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/zookeeperInternals.html;13;670;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;13;NO
ZOOKEEPER;src/contrib/loggraph/web/org/apache/zookeeper/graph/resources/loggraph.ui.js;13;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/releasenotes.html;13;1443;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;11;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/util/ZxidUtils.java;13;15;4;0;1;0;1;0;1;0;0;34;0.00;0;0;0;23;0.00;0.00;0.00;0.00;1.000;5;NO
ZOOKEEPER;docs/bookkeeperConfig.html;13;282;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;5;NO
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/__init__.py;13;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/settings.py;13;12;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Follower.java;13;111;7;0;43;0;34;0;9;0;0;4335;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.791;0;YES
ZOOKEEPER;docs/bookkeeperStarted.html;13;338;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;8;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/common/PathUtils.java;13;64;2;0;1;0;1;0;1;0;0;103;0.00;0;0;0;137;0.00;0.00;0.00;0.00;1.000;4;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/OpResult.java;13;106;20;0;1;0;1;0;1;0;0;185;0.00;0;0;0;21;0.00;0.00;0.00;0.00;1.000;0;YES
ZOOKEEPER;src/contrib/fatjar/build.xml;13;47;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperTutorial.xml;13;576;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/RecordWriter.java;13;54;4;0;10;0;9;0;2;0;0;157;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.900;12;NO
ZOOKEEPER;docs/skin/basic.css;13;127;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ServerCnxnFactory.java;13;88;19;0;3;0;3;0;3;0;0;149;0.00;0;0;0;66;0.00;0.00;0.00;0.00;1.000;8;NO
ZOOKEEPER;src/contrib/monitoring/check_zookeeper.py;13;226;21;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;18;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/StaticContent.java;13;25;1;0;1;0;1;0;1;0;0;50;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/Op.java;13;156;26;0;2;0;2;0;2;0;0;307;0.00;0;0;0;21;0.00;0.00;0.00;0.00;1.000;2;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/Util.java;13;166;17;0;9;0;9;0;4;0;0;446;0.00;0;0;0;164;0.00;0.00;0.00;0.00;1.000;9;YES
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/static/bootstrap.js;13;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/ClientCnxn.java;13;965;50;0;71;0;58;0;9;0;0;7125;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.817;36;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerConfig.java;13;311;22;0;40;0;35;0;7;0;0;2363;0.00;0;0;0;195;0.00;0.00;0.00;0.00;0.875;15;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JRecord.java;13;674;26;0;18;0;15;0;6;0;0;1259;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.833;36;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogEntry.java;13;21;5;0;1;0;1;0;1;0;0;46;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;6;NO
ZOOKEEPER;src/java/main/org/apache/jute/Utils.java;13;193;12;0;12;0;11;0;4;0;0;324;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.917;15;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/jmx/CommonNames.java;13;6;0;0;8;0;7;0;2;0;0;45;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/DataTreeBean.java;13;29;8;0;11;0;10;0;2;0;0;187;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.909;0;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/LogIterator.java;13;7;1;0;2;0;2;0;2;0;0;28;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/ObserverMXBean.java;13;6;2;0;1;0;1;0;1;0;0;37;0.00;0;0;0;105;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;docs/skin/print.css;13;32;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/zkpython/src/examples/watch_znode_for_changes.py;13;78;7;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ServerStats.java;13;93;20;0;12;0;12;0;4;0;0;228;0.00;0;0;0;190;0.00;0.00;0.00;0.00;1.000;11;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/ClientWatchManager.java;13;6;1;0;4;0;4;0;3;0;0;54;0.00;0;0;0;165;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/ReadOnlyZooKeeperServer.java;13;91;10;0;3;0;3;0;3;0;0;158;0.00;0;0;0;27;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Leader.java;13;510;24;0;46;0;39;0;9;0;0;1910;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.848;53;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/MultiTransactionRecord.java;13;119;9;0;2;0;2;0;2;0;0;161;0.00;0;0;0;21;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/AckRequestProcessor.java;13;21;3;0;11;0;10;0;4;0;0;80;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.909;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooKeeperServer.java;13;683;68;0;59;0;47;0;8;0;0;9941;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.797;23;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/ZooKeeperMain.java;13;692;31;0;34;0;34;0;6;0;0;1460;0.00;0;0;0;171;0.00;0.00;0.00;0.00;1.000;75;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/Stats.java;13;17;13;0;2;0;2;0;2;0;0;70;0.00;0;0;0;66;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorReadOnlyManager.java;13;15;10;0;2;0;2;0;2;0;0;297;0.00;0;0;0;89;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/ZooKeeper.java;13;783;65;0;68;0;59;0;9;0;0;7488;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.868;24;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/Environment.java;13;68;7;0;4;0;4;0;3;0;0;106;0.00;0;0;0;155;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/javaExample.xml;13;569;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/NotOp.java;13;12;1;0;1;0;1;0;1;0;0;31;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/package.html;13;79;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorManagerImpl.java;13;597;30;0;1;0;1;0;1;0;0;852;0.00;0;0;0;89;0.00;0.00;0.00;0.00;1.000;26;NO
ZOOKEEPER;docs/zookeeperHierarchicalQuorums.html;13;197;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumStats.java;13;44;6;0;12;0;12;0;4;0;0;188;0.00;0;0;0;190;0.00;0.00;0.00;0.00;1.000;5;NO
ZOOKEEPER;src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/LockListener.java;13;5;2;0;2;0;2;0;2;0;0;40;0.00;0;0;0;135;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/Index.java;13;5;2;0;9;0;8;0;2;0;0;42;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JMap.java;13;107;15;0;11;0;10;0;3;0;0;167;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.909;10;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/MultiResponse.java;13;118;8;0;2;0;2;0;2;0;0;167;0.00;0;0;0;21;0.00;0.00;0.00;0.00;1.000;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/TraceFormatter.java;13;94;2;0;11;0;10;0;3;0;0;143;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.909;4;NO
ZOOKEEPER;src/java/main/overview.html;13;9;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/package.html;13;11;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LocalPeerBean.java;13;43;13;0;3;0;3;0;2;0;0;93;0.00;0;0;0;149;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JLong.java;13;12;3;0;10;0;9;0;2;0;0;44;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.900;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/DigestAuthenticationProvider.java;13;98;9;0;16;0;13;0;6;0;0;695;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.813;14;NO
ZOOKEEPER;docs/zookeeperTutorial.html;13;756;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;5;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/SaslServerCallbackHandler.java;13;107;9;0;2;0;2;0;1;0;0;346;0.00;0;0;0;14;0.00;0.00;0.00;0.00;1.000;3;NO
ZOOKEEPER;docs/skin/menu.js;13;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/loggraph/web/org/apache/zookeeper/graph/resources/loggraph.log.js;13;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;build.xml;13;1427;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderElectionBean.java;13;15;3;0;8;0;7;0;2;0;0;64;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerMXBean.java;13;7;3;0;8;0;7;0;2;0;0;71;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/static/css/zkui.css;13;32;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/CommonMessages_de.xml;13;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooKeeperServerMain.java;13;71;4;0;18;0;18;0;4;0;0;291;0.00;0;0;0;171;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;docs/bookkeeperStream.html;13;431;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;4;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ZooTrace.java;13;46;6;0;11;0;10;0;4;0;0;299;0.00;0;0;0;185;0.00;0.00;0.00;0.00;0.909;16;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumCnxManager.java;13;503;31;0;47;0;42;0;7;0;0;4053;0.00;0;0;0;194;0.00;0.00;0.00;0.00;0.894;16;YES
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/logger/LoggerFactory.java;13;9;1;0;2;0;2;0;2;0;0;44;0.00;0;0;0;89;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/NumberArg.java;13;8;1;0;1;0;1;0;1;0;0;28;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/models.py;13;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/jmx/ManagedUtil.java;13;29;1;0;3;0;3;0;2;0;0;77;0.00;0;0;0;152;0.00;0.00;0.00;0.00;1.000;3;YES
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/utils.py;13;12;1;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;1;NO
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/nodeviewer/ZooInspectorNodeViewer.java;13;59;8;0;1;0;1;0;1;0;0;138;0.00;0;0;0;89;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/package.html;13;13;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperOver.xml;13;369;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/stats.py;13;110;9;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;2;NO
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/manager/ZooInspectorNodeTreeManager.java;13;6;2;0;2;0;2;0;2;0;0;129;0.00;0;0;0;89;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ConnectionMXBean.java;13;22;19;0;9;0;8;0;2;0;0;112;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/LogFormatter.java;13;74;1;0;15;0;13;0;5;0;0;166;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.867;6;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java;13;507;26;0;44;0;41;0;7;0;0;3902;0.00;0;0;0;194;0.00;0.00;0.00;0.00;0.932;27;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JType.java;13;144;35;0;10;0;9;0;2;0;0;214;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.900;8;NO
ZOOKEEPER;src/docs/status.xml;13;32;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerBean.java;13;22;5;0;9;0;8;0;3;0;0;108;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.889;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/common/PathTrie.java;13;158;14;0;5;0;4;0;4;0;0;298;0.00;0;0;0;146;0.00;0.00;0.00;0.00;0.800;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderMXBean.java;13;6;2;0;8;0;7;0;2;0;0;52;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java;13;123;7;0;33;0;29;0;6;0;0;1778;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.879;8;YES
ZOOKEEPER;src/recipes/lock/src/java/org/apache/zookeeper/recipes/lock/ZooKeeperOperation.java;13;5;1;0;1;0;1;0;1;0;0;38;0.00;0;0;0;135;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JavaGenerator.java;13;21;2;0;10;0;9;0;2;0;0;87;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.900;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java;13;347;3;0;46;0;38;0;8;0;0;1780;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.826;5;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java;13;122;5;0;28;0;23;0;6;0;0;1029;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.821;7;YES
ZOOKEEPER;src/recipes/election/build.xml;13;97;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/servlets/Throughput.java;13;84;2;0;2;0;2;0;2;0;0;127;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;5;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java;13;217;18;0;31;0;24;0;8;0;0;548;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.774;14;YES
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/StringArg.java;13;8;1;0;1;0;1;0;1;0;0;28;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperOtherInfo.xml;13;26;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/CommonMessages_en_US.xml;13;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/AndOp.java;13;14;1;0;1;0;1;0;1;0;0;33;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LearnerSyncRequest.java;13;13;1;0;3;0;3;0;3;0;0;40;0.00;0;0;0;164;0.00;0.00;0.00;0.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/jmx/ZKMBeanInfo.java;13;5;2;0;8;0;7;0;2;0;0;48;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/Shell.java;13;259;32;0;2;0;2;0;2;0;0;476;0.00;0;0;0;14;0.00;0.00;0.00;0.00;1.000;14;YES
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperHierarchicalQuorums.xml;13;51;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/zooinspector/licences/epl-v10.html;13;216;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/zooinspector/src/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java;13;293;6;0;1;0;1;0;1;0;0;361;0.00;0;0;0;89;0.00;0.00;0.00;0.00;1.000;16;NO
ZOOKEEPER;src/java/main/org/apache/jute/BinaryInputArchive.java;13;87;21;0;11;0;9;0;2;0;0;141;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.818;11;YES
ZOOKEEPER;src/contrib/huebrowser/zkui/src/zkui/static/help/index.html;13;4;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/rest/src/java/org/apache/zookeeper/server/jersey/cfg/HostPortSet.java;13;25;2;0;1;0;1;0;1;0;0;51;0.00;0;0;0;66;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/bookkeeperStarted.xml;13;166;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/monitoring/test.py;13;202;35;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/ServerMXBean.java;13;5;2;0;8;0;7;0;2;0;0;47;0.00;0;0;0;181;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/recipes/lock/build.xml;13;97;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/loggraph/src/java/org/apache/zookeeper/graph/filterops/GreaterThanOp.java;13;46;1;0;1;0;1;0;1;0;0;70;0.00;0;0;0;76;0.00;0.00;0.00;0.00;1.000;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/SASLAuthenticationProvider.java;13;31;5;0;1;0;1;0;1;0;0;70;0.00;0;0;0;14;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/bookkeeperConfig.xml;13;119;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/DataNode.java;13;78;10;0;25;0;23;0;5;0;0;424;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.920;10;NO
ZOOKEEPER;docs/bookkeeperOverview.html;13;503;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;12;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/DigestLoginModule.java;13;30;5;0;1;0;1;0;1;0;0;61;0.00;0;0;0;14;0.00;0.00;0.00;0.00;1.000;4;NO
ZOOKEEPER;docs/bookkeeperProgrammer.html;13;745;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;9;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java;13;49;4;0;20;0;16;0;5;0;0;218;0.00;0;0;0;212;0.00;0.00;0.00;0.00;0.800;0;NO
