Project_Name;Class_Name;Release_ID;Size_LOC;N_Methods;NR_Release;NR_Total;Nfix_Release;Nfix_Total;Nauth_Release;Nauth_Total;MAX_LOC_Added_Release;Churn_Release;Churn_Total;AVG_Churn_Release;MAX_ChgSet_Release;N_Multi_Release;Sum_Multi_ChgSet_Release;Age_Weeks;Weighted_Age;ND;Entropy;Exp;Historical_Bug_Density;NSmells;Bugginess
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/Token.java;1;19;2;8;8;7;7;2;2;99;101;101;12.63;229;8;1036;51;5151.00;11.38;1.42;5.00;0.875;10;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderZooKeeperServer.java;1;46;7;15;15;12;12;5;5;76;156;156;10.40;229;15;1264;51;7956.00;8.80;2.60;17.60;0.800;0;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerBean.java;1;6;1;7;7;6;6;2;2;26;40;40;5.71;229;7;862;20;800.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/LogFormatter.java;1;44;1;10;10;8;8;3;3;67;98;98;9.80;229;10;1188;51;4998.00;11.00;2.58;7.10;0.800;2;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FastLeaderElection.java;1;315;20;19;19;16;16;6;6;522;2008;2008;105.68;229;17;1214;33;66264.00;6.68;1.91;18.89;0.842;24;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JType.java;1;94;22;8;8;7;7;2;2;142;144;144;18.00;229;8;1036;51;7344.00;11.38;1.42;5.00;0.875;4;NO
ZOOKEEPER;src/docs/status.xml;1;32;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;1;NO
ZOOKEEPER;docs/zookeeperAdmin.html;1;894;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;49;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/RccConstants.java;1;64;0;8;8;7;7;2;2;88;90;90;11.25;229;8;1036;51;4590.00;11.38;1.42;5.00;0.875;4;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/site.xml;1;56;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/index.xml;1;52;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShotV1.java;1;215;12;1;1;1;1;1;1;323;323;323;323.00;14;1;14;1;323.00;4.00;2.44;59.00;1.000;5;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/SyncRequestProcessor.java;1;85;6;17;17;13;13;5;5;264;1598;1598;94.00;229;17;1374;51;81498.00;9.06;2.99;18.76;0.765;7;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/RequestProcessor.java;1;5;2;8;8;7;7;2;2;35;51;51;6.38;229;8;1115;51;2601.00;12.25;2.24;4.63;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/AuthenticationProvider.java;1;9;5;8;8;7;7;2;2;79;97;97;12.13;229;8;1115;51;4947.00;12.25;2.24;4.63;0.875;2;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JavaGenerator.java;1;24;2;9;9;8;8;2;2;59;68;68;7.56;229;9;1044;51;3468.00;10.44;1.50;7.11;0.889;7;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderMXBean.java;1;3;0;7;7;6;6;2;2;24;38;38;5.43;229;7;862;20;760.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/CppGenerator.java;1;40;2;9;9;8;8;2;2;79;91;91;10.11;229;9;1044;51;4641.00;10.44;1.50;7.11;0.889;7;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/FinalRequestProcessor.java;1;219;3;22;22;14;14;6;6;243;1373;1373;62.41;229;22;1425;51;70023.00;7.59;2.83;18.86;0.636;6;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionBean.java;1;15;3;7;7;6;6;2;2;41;57;57;8.14;229;7;862;20;1140.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/CommitProcessor.java;1;120;5;17;17;12;12;5;5;177;965;965;56.76;229;17;1330;51;49215.00;8.47;2.86;16.59;0.706;8;YES
ZOOKEEPER;src/java/main/org/apache/jute/XmlInputArchive.java;1;194;30;8;8;7;7;2;2;251;253;253;31.63;229;8;1036;51;12903.00;11.38;1.42;5.00;0.875;20;NO
ZOOKEEPER;docs/skin/prototype.js;1;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/version/util/VerGen.java;1;78;3;12;12;11;11;3;3;109;400;400;33.33;229;12;1133;35;14000.00;9.75;2.24;19.83;0.917;9;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ServerConfig.java;1;45;7;11;11;9;9;3;3;67;245;245;22.27;229;11;1137;35;8575.00;10.18;2.38;18.55;0.818;2;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JCompType.java;1;24;5;8;8;7;7;2;2;55;57;57;7.13;229;8;1036;51;2907.00;11.38;1.42;5.00;0.875;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/SessionTrackerImpl.java;1;165;12;18;18;11;11;5;5;204;331;331;18.39;229;17;1326;51;16881.00;7.94;2.53;18.56;0.611;12;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperOtherInfo.xml;1;26;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/CommonMessages_en_US.xml;1;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/fontsize.js;1;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/contrib/zkfuse/build.xml;1;4;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LocalPeerMXBean.java;1;5;1;7;7;6;6;2;2;32;48;48;6.86;229;7;862;20;960.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerHandler.java;1;298;9;21;21;14;14;6;6;391;2117;2117;100.81;229;20;1406;51;107967.00;7.81;2.74;16.67;0.667;15;YES
ZOOKEEPER;docs/zookeeperOtherInfo.html;1;158;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;3;NO
ZOOKEEPER;src/java/main/org/apache/jute/BinaryInputArchive.java;1;87;21;9;9;7;7;2;2;122;136;136;15.11;229;9;1038;51;6936.00;10.33;1.33;5.89;0.778;12;NO
ZOOKEEPER;docs/skin/screen.css;1;488;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerMXBean.java;1;5;2;7;7;6;6;2;2;31;45;45;6.43;229;7;862;20;900.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Election.java;1;5;1;10;10;9;9;4;4;18;46;46;4.60;229;10;995;33;1518.00;9.10;1.79;15.70;0.900;0;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/RemotePeerBean.java;1;18;4;7;7;6;6;2;2;43;61;61;8.71;229;7;862;20;1220.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/ZooKeeperObserverManager.java;1;29;3;7;7;6;6;2;2;59;81;81;11.57;229;7;862;20;1620.00;11.71;2.48;10.57;0.857;5;NO
ZOOKEEPER;src/contrib/build-contrib.xml;1;35;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/ConnectionObserver.java;1;6;2;7;7;6;6;2;2;36;52;52;7.43;229;7;862;20;1040.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;conf/configuration.xsl;1;24;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/TxnLog.java;1;19;11;1;1;1;1;1;1;115;115;115;115.00;35;1;35;3;345.00;9.00;3.71;42.00;1.000;0;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/DataTree.java;1;588;36;29;29;20;20;5;5;516;1078;1078;37.17;229;27;1494;51;54978.00;6.21;2.21;24.17;0.690;40;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/FollowerMXBean.java;1;3;0;7;7;6;6;2;2;24;38;38;5.43;229;7;862;20;760.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/QuorumPeerObserver.java;1;13;7;7;7;6;6;2;2;67;87;87;12.43;229;7;862;20;1740.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/recipes.xml;1;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/CommonMessages_fr.xml;1;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JString.java;1;19;4;8;8;7;7;2;2;47;49;49;6.13;229;8;1036;51;2499.00;11.38;1.42;5.00;0.875;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/DataNode.java;1;67;8;15;15;13;13;4;4;92;207;207;13.80;229;15;1274;51;10557.00;8.67;2.30;16.67;0.867;11;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/SendAckRequestProcessor.java;1;26;3;12;12;8;8;3;3;46;106;106;8.83;229;12;1230;51;5406.00;9.75;2.64;18.42;0.667;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperInternals.xml;1;346;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/BinaryOutputArchive.java;1;98;18;10;10;7;7;3;3;114;173;173;17.30;229;10;1054;51;8823.00;9.80;1.62;8.40;0.700;7;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/DataTreeObserver.java;1;9;4;7;7;6;6;2;2;51;69;69;9.86;229;7;862;20;1380.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/HostAuthenticationProvider.java;1;40;5;9;9;7;7;2;2;65;89;89;9.89;229;9;1138;51;4539.00;11.56;2.28;7.33;0.778;3;NO
ZOOKEEPER;docs/index.html;1;215;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/CsvOutputArchive.java;1;106;19;10;10;8;8;4;4;149;161;161;16.10;229;10;1072;51;8211.00;10.20;1.84;7.20;0.800;4;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/QuorumBean.java;1;18;4;7;7;6;6;2;2;42;60;60;8.57;229;7;862;20;1200.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;docs/skin/getBlank.js;1;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeaderZooKeeperServer.java;1;22;3;8;8;7;7;2;2;53;79;79;9.88;229;8;897;20;1580.00;11.38;2.63;14.50;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/FollowerZooKeeperServer.java;1;118;13;22;22;15;15;6;6;147;327;327;14.86;229;22;1407;51;16677.00;7.23;2.69;19.23;0.682;4;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JFile.java;1;33;3;9;9;8;8;2;2;73;85;85;9.44;229;9;1044;51;4335.00;10.44;1.50;7.11;0.889;7;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/WatchManager.java;1;79;5;14;14;9;9;3;3;87;165;165;11.79;229;14;1238;51;8415.00;8.57;2.55;23.50;0.643;4;NO
ZOOKEEPER;docs/zookeeperProgrammers.html;1;1360;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;64;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/tabs.xml;1;11;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/zookeeperStarted.html;1;374;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;13;NO
ZOOKEEPER;docs/broken-links.xml;1;2;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/util/SerializeUtils.java;1;77;3;1;1;1;1;1;1;105;105;105;105.00;35;1;35;3;315.00;9.00;3.71;42.00;1.000;2;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperStarted.xml;1;220;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperProgrammers.xml;1;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/LeaderElectionMXBean.java;1;5;2;7;7;6;6;2;2;32;46;46;6.57;229;7;862;20;920.00;11.71;2.48;10.57;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/IPAuthenticationProvider.java;1;84;8;9;9;7;7;2;2;113;137;137;15.22;229;9;1138;51;6987.00;11.56;2.28;7.33;0.778;12;NO
ZOOKEEPER;src/contrib/build.xml;1;23;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/recipes.html;1;667;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;27;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/MBeanRegistry.java;1;107;9;8;8;6;6;3;3;173;189;189;23.63;229;7;862;20;3780.00;10.38;2.17;20.38;0.750;4;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/ZooDefs.java;1;48;0;12;12;10;10;3;3;112;142;142;11.83;229;12;1219;51;7242.00;9.50;2.23;9.08;0.833;27;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/Version.java;1;41;7;13;13;8;8;2;2;76;228;228;17.54;229;9;1066;36;8208.00;7.92;1.29;30.77;0.615;4;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ServerCnxn.java;1;39;13;11;11;10;10;3;3;69;108;108;9.82;229;11;1223;51;5508.00;10.27;2.31;13.91;0.909;16;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/Watcher.java;1;56;7;11;11;10;10;2;2;71;183;183;16.64;229;11;1203;51;9333.00;9.91;2.15;10.91;0.909;13;YES
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JDouble.java;2;13;3;0;8;0;7;0;2;0;0;43;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/auth/ProviderRegistry.java;2;52;3;0;12;0;10;0;4;0;0;376;0.00;0;0;0;34;0.00;0.00;0.00;0.00;0.833;3;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/CGenerator.java;2;43;2;0;10;0;7;0;3;0;0;100;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.700;7;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/ServerObserver.java;2;6;2;0;7;0;6;0;2;0;0;52;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Vote.java;2;38;6;0;11;0;10;0;4;0;0;141;0.00;0;0;0;39;0.00;0.00;0.00;0.00;0.909;4;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/PrepRequestProcessor.java;2;393;9;0;26;0;17;0;6;0;0;2386;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.654;11;YES
ZOOKEEPER;src/java/main/org/apache/jute/RecordReader.java;2;57;3;0;8;0;7;0;2;0;0;100;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;9;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/LeaderElection.java;2;151;3;0;17;0;12;0;5;0;0;1052;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.706;16;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/quorum/ObservableLeader.java;2;48;5;0;7;0;6;0;2;0;0;100;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/SessionTracker.java;2;14;8;0;9;0;7;0;2;0;0;76;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.778;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/ConnectionBean.java;2;71;14;0;9;0;8;0;3;0;0;138;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.889;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/PurgeTxnLog.java;2;59;4;0;12;0;11;0;3;0;0;650;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.917;9;YES
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/DataNodeV1.java;2;79;7;0;1;0;1;0;1;0;0;129;0.00;0;0;0;6;0.00;0.00;0.00;0.00;1.000;11;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/SimpleCharStream.java;2;353;36;0;8;0;7;0;2;0;0;459;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;34;NO
ZOOKEEPER;docs/skin/profile.css;2;129;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/ManagedZooKeeperServerMain.java;2;35;1;1;4;1;4;1;2;8;9;102;9.00;7;1;7;15;135.00;4.00;0.92;24.00;1.000;1;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/generated/RccTokenManager.java;2;807;31;0;8;0;7;0;2;0;0;837;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;84;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/AuthFastLeaderElection.java;2;616;18;0;18;0;13;0;6;0;0;6496;0.00;0;0;0;39;0.00;0.00;0.00;0.00;0.722;46;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/QuorumMXBean.java;2;5;2;0;7;0;6;0;2;0;0;45;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/ZooKeeperServerBean.java;2;75;18;0;8;0;7;0;3;0;0;143;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/EventInfo.java;2;4;1;0;7;0;6;0;2;0;0;42;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/Request.java;2;138;5;0;16;0;12;0;6;0;0;257;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.750;14;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JField.java;2;57;17;0;8;0;7;0;2;0;0;101;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/KeeperException.java;2;242;28;0;11;0;8;0;2;0;0;450;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.727;24;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/util/ObserverManager.java;2;49;6;0;7;0;6;0;2;0;0;107;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumPeer.java;2;386;49;0;28;0;20;0;6;0;0;5742;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.714;23;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/quorum/ManagedQuorumPeer.java;2;155;15;0;11;0;10;0;3;0;0;405;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.909;1;NO
ZOOKEEPER;src/java/main/org/apache/jute/XmlOutputArchive.java;2;195;28;0;9;0;7;0;3;0;0;262;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.778;10;NO
ZOOKEEPER;docs/linkmap.html;2;255;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/ByteBufferInputStream.java;2;45;6;0;8;0;7;0;2;0;0;86;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/Record.java;2;8;2;0;8;0;7;0;2;0;0;35;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/WatchedEvent.java;2;40;7;0;2;0;2;0;1;0;0;85;0.00;0;0;0;10;0.00;0.00;0.00;0.00;1.000;2;NO
ZOOKEEPER;docs/skin/CommonMessages_es.xml;2;7;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/zookeeperInternals.html;2;608;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;23;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/ZooKeeperObserverNotifier.java;2;33;5;0;7;0;6;0;2;0;0;94;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/util/Profiler.java;2;18;2;0;11;0;9;0;3;0;0;208;0.00;0;0;0;34;0.00;0.00;0.00;0.00;0.818;1;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/SnapShot.java;2;13;3;0;2;0;2;0;2;0;0;62;0.00;0;0;0;9;0.00;0.00;0.00;0.00;1.000;0;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/ObservableZooKeeperServer.java;2;24;4;0;10;0;9;0;3;0;0;102;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.900;0;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/DataTreeMXBean.java;2;8;5;0;7;0;6;0;2;0;0;58;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;docs/releasenotes.html;2;1417;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;19;NO
ZOOKEEPER;docs/skin/getMenu.js;2;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JBuffer.java;2;72;12;0;8;0;7;0;2;0;0;121;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;3;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/DataTreeV1.java;2;427;26;0;1;0;1;0;1;0;0;582;0.00;0;0;0;6;0.00;0.00;0.00;0.00;1.000;33;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/CreateMode.java;2;38;5;0;1;0;1;0;1;0;0;89;0.00;0;0;0;12;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;src/docs/src/documentation/skinconf.xml;2;71;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;6;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/Follower.java;2;277;8;0;22;0;14;0;6;0;0;3452;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.636;7;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/QuorumPeerMain.java;2;59;2;1;4;1;4;1;2;6;7;131;7.00;7;1;7;15;105.00;4.00;0.92;24.00;1.000;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/compiler/JBoolean.java;2;15;4;0;9;0;7;0;3;0;0;47;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.778;0;NO
ZOOKEEPER;src/java/main/org/apache/jute/package.html;2;619;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/docs/src/documentation/content/xdocs/zookeeperTutorial.xml;2;578;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/quorum/ProposalRequestProcessor.java;2;32;3;0;14;0;10;0;5;0;0;188;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.714;1;NO
ZOOKEEPER;src/java/main/org/apache/jute/RecordWriter.java;2;75;7;0;8;0;7;0;2;0;0;119;0.00;0;0;0;56;0.00;0.00;0.00;0.00;0.875;17;NO
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/jmx/server/quorum/ServerBean.java;2;12;2;0;7;0;6;0;2;0;0;52;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/upgrade/UpgradeSnapShot.java;2;8;2;0;1;0;1;0;1;0;0;33;0.00;0;0;0;6;0.00;0.00;0.00;0.00;1.000;1;NO
ZOOKEEPER;docs/skin/basic.css;2;126;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;docs/skin/breadcrumbs.js;2;0;0;0;0;0;0;0;0;0;0;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.000;0;NO
ZOOKEEPER;src/java/main/org/apache/zookeeper/server/persistence/FileTxnLog.java;2;295;23;0;4;0;4;0;2;0;0;497;0.00;0;0;0;9;0.00;0.00;0.00;0.00;1.000;15;YES
ZOOKEEPER;src/java/jmx/org/apache/zookeeper/server/quorum/ObservableFollower.java;2;46;5;0;7;0;6;0;2;0;0;96;0.00;0;0;0;26;0.00;0.00;0.00;0.00;0.857;1;NO
